protocol_number,when_aug_performed,aug_type,config/HP_AUG_PER,TP,TN,FP,FN,APCER,BPCER,ACER,EER,AUC,Multi_TP,Multi_TN,Multi_FP,Multi_FN,Multi_APCER,Multi_BPCER,Multi_ACER,Multi_EER,Multi_AUC,config/HP_REPEAT,fold_number
2,None,Baseline,0,1365.375,9184.166666666666,197.83333333333334,75.875,0.049105090056293516,0.021086477652241826,0.03509578385426766,0.06069512557855203,0.9649042161457323,3.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,None,Baseline,0,3081.4166666666665,9330.083333333334,51.916666666666664,901.5833333333334,0.17282051615477678,0.005533645988772766,0.08917708107177479,0.14025851550399937,0.9108229189282252,7.0,8.0,0.0,2.0,0.14285714285714285,0.0,0.0714285714285714,0.1111111111111111,0.9285714285714285,1.5,1.0
