protocol_number,protocol,when_aug_performed,aug_type,config/HP_AUG_PER,Multi_TP,Multi_TN,Multi_FP,Multi_FN,Multi_APCER,Multi_BPCER,Multi_ACER,Multi_EER,Multi_AUC
2,LOO_SGS8,AfterSplit,GenAugSpoofOnly_KF,0.1,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,LOO_SGS8,AfterSplit,GenAugSpoofOnly_KF,0.2,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,LOO_SGS8,AfterSplit,GenAugSpoofOnly_KF,0.3,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,LOO_SGS8,AfterSplit,TradAugSpoofOnly,0.05,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,LOO_SGS8,AfterSplit,TradAugSpoofOnly,0.1,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,LOO_SGS8,AfterSplit,TradAugSpoofOnly,0.2,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,LOO_SGS8,AfterSplit,TradAugSpoofOnly,0.3,2.0,7.833333333333333,0.16666666666666666,0.0,0.0,0.020833333333333332,0.010416666666666666,0.018518518518518517,0.9895833333333334
2,LOO_SGS8,BeforeSplit,GenAugSpoofOnly,0.05,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,LOO_SGS8,BeforeSplit,GenAugSpoofOnly,0.1,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,LOO_SGS8,BeforeSplit,GenAugSpoofOnly,0.2,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,LOO_SGS8,BeforeSplit,GenAugSpoofOnly,0.3,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,LOO_SGS8,BeforeSplit,GenAugSpoofOnly_KF,0.05,2.0,7.833333333333333,0.16666666666666666,0.0,0.0,0.020833333333333332,0.010416666666666666,0.018518518518518517,0.9895833333333334
2,LOO_SGS8,BeforeSplit,GenAugSpoofOnly_KF,0.1,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,LOO_SGS8,BeforeSplit,GenAugSpoofOnly_KF,0.2,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,LOO_SGS8,BeforeSplit,GenAugSpoofOnly_KF,0.3,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,LOO_SGS8,BeforeSplit,TradAugSpoofOnly,0.05,2.0,7.833333333333333,0.16666666666666666,0.0,0.0,0.020833333333333332,0.010416666666666666,0.018518518518518517,0.9895833333333334
2,LOO_SGS8,BeforeSplit,TradAugSpoofOnly,0.1,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
