protocol_number,protocol,when_aug_performed,aug_type,config/HP_AUG_PER,TP,TN,FP,FN,APCER,BPCER,ACER,EER,AUC,Multi_TP,Multi_TN,Multi_FP,Multi_FN,Multi_APCER,Multi_BPCER,Multi_ACER,Multi_EER,Multi_AUC,config/HP_REPEAT,fold_number
2,LOO_ASUS,AfterSplit,GenAugSpoofOnly,0.05,1221.0,9212.0,170.0,135.0,0.09955752212389375,0.018119803879769733,0.058838663001831736,0.09209149840115198,0.9411613369981682,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_ASUS,AfterSplit,GenAugSpoofOnly,0.1,1235.1666666666667,9292.333333333334,89.66666666666667,120.83333333333333,0.08911012782694194,0.009557308320898116,0.049333718073920015,0.08233770416902968,0.9506662819260799,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_ASUS,AfterSplit,GenAugSpoofOnly,0.2,1231.3333333333333,9262.666666666666,119.33333333333333,124.66666666666667,0.091937069813176,0.01271939174305405,0.052328230778114986,0.08498475267238766,0.947671769221885,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_ASUS,AfterSplit,GenAugSpoofOnly,0.3,1251.8333333333333,9182.833333333334,199.16666666666666,104.16666666666667,0.07681907571288098,0.021228593761102782,0.049023834736991866,0.07254763885482306,0.950976165263008,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_IP7P,AfterSplit,GenAugSpoofOnly,0.05,1770.8333333333333,9089.5,292.5,1.1666666666666667,0.0006583897667418499,0.031176721381368535,0.015917555574055216,0.029468658716273768,0.9840824444259448,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_IP7P,AfterSplit,GenAugSpoofOnly,0.1,1771.1666666666667,9138.333333333334,243.66666666666666,0.8333333333333334,0.0004702784048155833,0.02597171889433662,0.013220998649576099,0.025247046501973066,0.9867790013504237,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_IP7P,AfterSplit,GenAugSpoofOnly,0.2,1771.1666666666667,9215.5,166.5,0.8333333333333334,0.0004702784048155833,0.017746749094009768,0.009108513749412683,0.017229896341195036,0.9908914862505872,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_IP7P,AfterSplit,GenAugSpoofOnly,0.3,1771.1666666666667,9179.333333333334,202.66666666666666,0.8333333333333334,0.0004702784048155833,0.021601648546862733,0.011035963475839168,0.02060596930944045,0.9889640365241608,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_IPP2017,AfterSplit,GenAugSpoofOnly,0.05,1528.3333333333333,9346.666666666666,35.333333333333336,208.66666666666666,0.12013049318748796,0.003766076884814867,0.061948285036151386,0.1070203996344215,0.9380517149638486,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_IPP2017,AfterSplit,GenAugSpoofOnly,0.1,1546.1666666666667,9295.333333333334,86.66666666666667,190.83333333333334,0.10986374976012281,0.009237547075961016,0.0595506484180419,0.09961491665929173,0.940449351581958,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
