protocol_number,protocol,config/HP_AUG_PER,aug_type,when_aug_performed,TP,TN,FP,FN,APCER,BPCER,ACER,EER,AUC,Multi_TP,Multi_TN,Multi_FP,Multi_FN,Multi_APCER,Multi_BPCER,Multi_ACER,Multi_EER,Multi_AUC,config/HP_REPEAT,fold_number
2,Normal_Quality,0.05,TradAugSpoofOnly,AfterSplit,15943.833333333334,4997.5,300.5,309.1666666666667,0.019022129247933665,0.056719516798791926,0.037870823023362817,0.054655310386049934,0.962129176976637,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,Normal_Quality,0.05,TradAugSpoofOnly,BeforeSplit,15975.0,4991.833333333333,306.1666666666667,278.0,0.017104534547468117,0.057789102806090294,0.0374468186767792,0.05553014490084587,0.9625531813232208,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,Normal_Quality,0.1,GenAugSpoofOnly,AfterSplit,15954.416666666668,4993.5,304.5,298.58333333333337,0.018370967411144558,0.05747451868629667,0.03792274304872061,0.05531085636475632,0.9620772569512793,89.0,28.0,2.0,1.0,0.0111111111111111,0.0666666666666666,0.0388888888888888,0.0631578947368421,0.9611111111111112,1.5,1.0
2,Normal_Quality,0.1,GenAugSpoofOnly,BeforeSplit,15951.166666666668,4994.916666666667,303.0833333333333,301.83333333333337,0.018570930494882953,0.05720712218447209,0.037889026339677515,0.055078241296072764,0.9621109736603224,89.0,28.0,2.0,1.0,0.0111111111111111,0.0666666666666666,0.0388888888888888,0.0631578947368421,0.9611111111111112,1.5,1.0
2,Normal_Quality,0.1,TradAugSpoofOnly,AfterSplit,15998.5,4995.166666666667,302.8333333333333,254.5,0.015658647634282867,0.057159934566503055,0.03640929110039295,0.05488138773763609,0.963590708899607,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,Normal_Quality,0.1,TradAugSpoofOnly,BeforeSplit,16004.333333333334,4998.666666666667,299.3333333333333,248.66666666666666,0.015299739535265233,0.0564993079149364,0.035899523725100815,0.05426215129404932,0.9641004762748991,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,Normal_Quality,0.2,GenAugSpoofOnly,AfterSplit,15979.333333333334,4994.75,303.25,273.6666666666667,0.016837917102483592,0.05723858059645144,0.03703824884946752,0.0550144934128738,0.9629617511505324,89.0,28.0,2.0,1.0,0.0111111111111111,0.0666666666666666,0.0388888888888888,0.0631578947368421,0.9611111111111112,1.5,1.0
2,Normal_Quality,0.2,GenAugSpoofOnly,BeforeSplit,15973.833333333332,4995.083333333334,302.91666666666663,279.16666666666663,0.017176316167271624,0.057175663772492724,0.037175989969882174,0.054975989941267775,0.9628240100301177,89.0,28.0,2.0,1.0,0.0111111111111111,0.0666666666666666,0.0388888888888888,0.0631578947368421,0.9611111111111112,1.5,1.0
2,Normal_Quality,0.2,TradAugSpoofOnly,AfterSplit,16021.833333333334,4987.333333333333,310.6666666666667,231.16666666666666,0.014223015238212367,0.05863847992953312,0.03643074758387275,0.056144152599451304,0.9635692524161272,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,Normal_Quality,0.2,TradAugSpoofOnly,BeforeSplit,16019.333333333334,4990.5,307.5,233.66666666666666,0.014376832994934217,0.05804077010192523,0.03620880154842972,0.05561159708146466,0.9637911984515702,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,Normal_Quality,0.3,GenAugSpoofOnly,AfterSplit,15990.166666666666,4995.0,303.0,262.8333333333333,0.016171373490022303,0.0571913929784824,0.03668138323425235,0.0549367136546591,0.9633186167657476,89.0,28.0,2.0,1.0,0.0111111111111111,0.0666666666666666,0.0388888888888888,0.0631578947368421,0.9611111111111112,1.5,1.0
2,Normal_Quality,0.3,GenAugSpoofOnly,BeforeSplit,15973.666666666668,4994.333333333334,303.66666666666663,279.33333333333337,0.017186570684386428,0.057317226626399834,0.037251898655393134,0.055103608467194684,0.9627481013446069,89.0,28.0,2.0,1.0,0.0111111111111111,0.0666666666666666,0.0388888888888888,0.0631578947368421,0.9611111111111112,1.5,1.0
2,Normal_Quality,0.3,TradAugSpoofOnly,AfterSplit,16039.5,4994.833333333333,303.1666666666667,213.5,0.01313603642404475,0.057222851390461765,0.03517944390725325,0.054799990782924385,0.9648205560927466,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,Normal_Quality,0.3,TradAugSpoofOnly,BeforeSplit,16033.333333333334,4989.333333333333,308.6666666666667,219.66666666666666,0.013515453557291933,0.05826097898578073,0.03588821627153635,0.055764662459473646,0.9641117837284637,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,High_Quality,0.0,Baseline,None,17296.333333333332,5777.5,4.5,181.66666666666666,0.0103940191478811,0.0007782774126599334,0.0055861482802705,0.010278419654152134,0.9944138517197295,89.83333333333333,30.0,0.0,0.16666666666666666,0.00185185185185185,0.0,0.0009259259259259167,0.0018315018315018165,0.9990740740740741,1.5,1.0
3,High_Quality,0.05,GenAugSpoofOnly,AfterSplit,17314.75,5777.083333333334,4.916666666666666,163.25,0.009340313537017909,0.0008503401360543583,0.005095326836536141,0.009258074679658276,0.9949046731634639,89.75,30.0,0.0,0.25,0.002777777777777775,0.0,0.001388888888888875,0.002747252747252725,0.9986111111111111,1.5,1.0
3,High_Quality,0.05,GenAugSpoofOnly,BeforeSplit,17326.75,5777.333333333334,4.666666666666667,151.25,0.008653736125414766,0.0008071025020177165,0.004730419313716242,0.008584616234536342,0.9952695806862837,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,High_Quality,0.05,TradAugSpoofOnly,AfterSplit,17308.333333333332,5779.166666666667,2.8333333333333335,169.66666666666666,0.009707441736277933,0.0004900265190821833,0.00509873412768005,0.009612292957198168,0.9949012658723199,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,High_Quality,0.05,TradAugSpoofOnly,BeforeSplit,17349.833333333332,5778.0,4.0,128.16666666666666,0.007333028187817016,0.0006918021445866,0.0040124151662018,0.007282168201565766,0.9959875848337981,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,High_Quality,0.1,GenAugSpoofOnly,AfterSplit,17320.666666666668,5776.0,6.0,157.33333333333334,0.009001792729908033,0.0010377032168799166,0.005019747973393967,0.008922492726871876,0.994980252026606,89.83333333333334,30.0,0.0,0.16666666666666666,0.00185185185185185,0.0,0.0009259259259259167,0.0018315018315018165,0.999074074074074,1.5,1.0
3,High_Quality,0.1,GenAugSpoofOnly,BeforeSplit,17330.166666666668,5778.583333333334,3.416666666666667,147.83333333333334,0.008458252279055525,0.0005909143318343666,0.004524583305444934,0.00838778968288165,0.995475416694555,89.66666666666667,30.0,0.0,0.3333333333333333,0.0037037037037037,0.0,0.0018518518518518335,0.003663003663003633,0.9981481481481481,1.5,1.0
3,High_Quality,0.1,TradAugSpoofOnly,AfterSplit,17349.666666666668,5776.833333333333,5.166666666666667,128.33333333333334,0.007342563985200417,0.0008935777700910334,0.0041180708776457,0.007293409379563299,0.9958819291223543,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,High_Quality,0.1,TradAugSpoofOnly,BeforeSplit,17316.5,5778.0,4.0,161.5,0.009240187664492467,0.0006918021445866,0.004965994904539534,0.0091575104174883,0.9950340050954605,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,High_Quality,0.2,GenAugSpoofOnly,AfterSplit,17359.75,5776.333333333334,5.666666666666666,118.25,0.0067656482435060755,0.0009800530381643751,0.003872850640835225,0.006723573183562934,0.9961271493591648,89.83333333333333,30.0,0.0,0.16666666666666666,0.00185185185185185,0.0,0.0009259259259259167,0.0018315018315018165,0.9990740740740741,1.5,1.0
3,High_Quality,0.2,GenAugSpoofOnly,BeforeSplit,17347.333333333336,5775.916666666666,6.083333333333334,130.66666666666669,0.007476065148567667,0.0010521157615588084,0.00426409045506325,0.007425287188643067,0.9957359095449367,89.91666666666666,30.0,0.0,0.08333333333333333,0.000925925925925925,0.0,0.00046296296296295837,0.0009157509157509083,0.9995370370370371,1.5,1.0
3,High_Quality,0.2,TradAugSpoofOnly,AfterSplit,17371.833333333332,5776.0,6.0,106.16666666666667,0.006074302933211233,0.0010377032168799,0.00355600307504555,0.006039175147259233,0.9964439969249543,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,High_Quality,0.2,TradAugSpoofOnly,BeforeSplit,17383.0,5774.166666666667,7.833333333333333,95.0,0.00543540450852495,0.0013547791998154834,0.0033950918541702335,0.005411588324197633,0.9966049081458297,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,High_Quality,0.3,GenAugSpoofOnly,AfterSplit,17346.666666666668,5775.583333333333,6.416666666666667,131.33333333333334,0.007514208338101183,0.0011097659402743583,0.004311987139187775,0.007463600566389566,0.9956880128608121,89.83333333333334,30.0,0.0,0.16666666666666666,0.00185185185185185,0.0,0.0009259259259259167,0.0018315018315018165,0.999074074074074,1.5,1.0
3,High_Quality,0.3,GenAugSpoofOnly,BeforeSplit,17351.416666666664,5775.166666666666,6.833333333333334,126.58333333333334,0.007242438112674943,0.0011818286636688083,0.004212133388171875,0.0071972617464610335,0.9957878666118282,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,High_Quality,0.3,TradAugSpoofOnly,AfterSplit,17339.666666666668,5778.666666666667,3.3333333333333335,138.33333333333334,0.007914711828203034,0.0005765017871555001,0.00424560680767925,0.007855645945604716,0.9957543931923207,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,High_Quality,0.3,TradAugSpoofOnly,BeforeSplit,17379.666666666668,5773.5,8.5,98.33333333333333,0.0056261204561925,0.0014700795572465833,0.003548100006719533,0.0056019837701062674,0.9964518999932803,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
4,Warped_Photo_Attack,0.0,Baseline,None,19154.0,15766.0,144.0,220.0,0.011355424796118466,0.009050911376492733,0.010203168086305583,0.0116567115860539,0.9897968319136944,90.0,89.16666666666667,0.8333333333333334,0.0,0.0,0.00925925925925925,0.004629629629629583,0.009157509157509083,0.9953703703703702,1.5,1.0
4,Warped_Photo_Attack,0.05,GenAugSpoofOnly,AfterSplit,19179.0,15750.333333333332,159.66666666666669,195.0,0.010065035614741341,0.010035617012361157,0.010050326313551258,0.010999507207047482,0.9899496736864486,90.0,89.08333333333333,0.9166666666666667,0.0,0.0,0.010185185185185174,0.005092592592592558,0.010033444816053458,0.9949074074074074,1.5,1.0
4,Warped_Photo_Attack,0.05,GenAugSpoofOnly,BeforeSplit,19177.916666666668,15749.416666666668,160.58333333333331,196.08333333333334,0.010120952479267684,0.010093232767651316,0.010107092623459516,0.01090729545104921,0.9898929073765403,90.0,89.08333333333334,0.9166666666666667,0.0,0.0,0.010185185185185176,0.005092592592592558,0.010033444816053458,0.9949074074074074,1.5,1.0
4,Warped_Photo_Attack,0.05,TradAugSpoofOnly,AfterSplit,19195.166666666668,15727.833333333334,182.16666666666666,178.83333333333334,0.0092305839441175,0.01144982191493815,0.010340202929527817,0.011423797698203434,0.989659797070472,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
4,Warped_Photo_Attack,0.05,TradAugSpoofOnly,BeforeSplit,19203.833333333332,15729.666666666666,180.33333333333334,170.16666666666666,0.00878324902790675,0.011334590404357817,0.010058919716132266,0.0113103661959192,0.9899410802838676,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
4,Warped_Photo_Attack,0.1,GenAugSpoofOnly,AfterSplit,19169.5,15742.333333333332,167.66666666666669,204.5,0.010555383503664651,0.01053844542216631,0.010546914462915474,0.011333651663011118,0.9894530855370844,90.0,88.83333333333334,1.1666666666666665,0.0,0.0,0.01296296296296295,0.006481481481481434,0.012780697563306184,0.9935185185185185,1.5,1.0
4,Warped_Photo_Attack,0.1,GenAugSpoofOnly,BeforeSplit,19162.583333333336,15744.916666666668,165.08333333333331,211.41666666666669,0.010912391177179001,0.010376073748166726,0.010644232462672865,0.011485070073589216,0.9893557675373271,90.0,88.83333333333333,1.1666666666666667,0.0,0.0,0.012962962962962949,0.006481481481481441,0.012760789934702916,0.9935185185185184,1.5,1.0
4,Warped_Photo_Attack,0.1,TradAugSpoofOnly,AfterSplit,19207.666666666668,15708.5,201.5,166.33333333333334,0.00858538935342895,0.012664990571967266,0.010625189962698116,0.012612064753085066,0.9893748100373018,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
4,Warped_Photo_Attack,0.1,TradAugSpoofOnly,BeforeSplit,19183.833333333332,15726.833333333334,183.16666666666666,190.16666666666666,0.00981556037300845,0.011512675466163783,0.010664117919586116,0.011666041689025184,0.9893358820804138,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
4,Warped_Photo_Attack,0.2,GenAugSpoofOnly,AfterSplit,19199.083333333336,15733.0,177.0,174.91666666666669,0.009028422972368425,0.011125078566938982,0.0100767507696537,0.011357031644448807,0.9899232492303462,90.0,88.58333333333334,1.4166666666666665,0.0,0.0,0.015740740740740722,0.007870370370370342,0.015448319796145842,0.9921296296296296,1.5,1.0
4,Warped_Photo_Attack,0.2,GenAugSpoofOnly,BeforeSplit,19159.0,15732.666666666668,177.33333333333331,215.0,0.011097346959843041,0.011146029750680877,0.011121688355261942,0.011768187167553925,0.9888783116447382,90.0,88.66666666666666,1.3333333333333335,0.0,0.0,0.014814814814814798,0.007407407407407366,0.014572384137601466,0.9925925925925925,1.5,1.0
4,Warped_Photo_Attack,0.2,TradAugSpoofOnly,AfterSplit,19192.0,15702.833333333334,207.16666666666666,182.0,0.009394033240425268,0.01302116069557925,0.011207596968002234,0.01297378224990565,0.9887924030319977,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
4,Warped_Photo_Attack,0.2,TradAugSpoofOnly,BeforeSplit,19188.0,15702.833333333334,207.16666666666666,186.0,0.009600495509445616,0.01302116069557925,0.011310828102512417,0.0129760264528571,0.9886891718974876,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
4,Warped_Photo_Attack,0.3,GenAugSpoofOnly,AfterSplit,19184.666666666668,15724.416666666668,185.58333333333331,189.33333333333334,0.009772547400295883,0.011664571548292417,0.010718559474294159,0.012153105597921158,0.9892814405257058,90.0,88.41666666666667,1.5833333333333333,0.0,0.0,0.017592592592592573,0.008796296296296274,0.017240006370441124,0.9912037037037036,1.5,1.0
4,Warped_Photo_Attack,0.3,GenAugSpoofOnly,BeforeSplit,19169.5,15732.916666666668,177.08333333333331,204.5,0.01055538350366465,0.011130316362874449,0.01084284993326955,0.0117997239868612,0.9891571500667304,90.0,88.66666666666666,1.3333333333333335,0.0,0.0,0.0148148148148148,0.007407407407407366,0.014572384137601466,0.9925925925925925,1.5,1.0
4,Warped_Photo_Attack,0.3,TradAugSpoofOnly,AfterSplit,19209.5,15696.166666666666,213.83333333333334,164.5,0.008490760813461283,0.013440184370416866,0.010965472591939083,0.013372692720378034,0.9890345274080609,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
4,Warped_Photo_Attack,0.3,TradAugSpoofOnly,BeforeSplit,19194.833333333332,15705.833333333334,204.16666666666666,179.16666666666666,0.009247789133202516,0.012832600041902316,0.011040194587552418,0.012784431016434568,0.9889598054124474,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
5,Cut_Photo_Attack,0.0,Baseline,None,14692.833333333334,15737.166666666666,172.83333333333334,153.16666666666666,0.010317032646279534,0.01086318877016545,0.0105901107082225,0.011204931893862768,0.9894098892917774,89.33333333333333,89.0,1.0,0.6666666666666666,0.0074074074074074,0.0111111111111111,0.009259259259259233,0.011070411070411033,0.9907407407407406,1.5,1.0
5,Cut_Photo_Attack,0.05,GenAugSpoofOnly,AfterSplit,14700.916666666668,15730.416666666666,179.58333333333334,145.08333333333331,0.009772553774305026,0.011287450240938558,0.010530002007621816,0.011344998826139659,0.9894699979923782,89.33333333333333,89.0,1.0,0.6666666666666666,0.0074074074074074,0.0111111111111111,0.009259259259259233,0.011070411070411033,0.9907407407407406,1.5,1.0
5,Cut_Photo_Attack,0.05,GenAugSpoofOnly,BeforeSplit,14690.166666666666,15738.583333333332,171.41666666666669,155.83333333333334,0.01049665454218865,0.010774146239262459,0.010635400390725558,0.011576341128821884,0.9893645996092744,89.5,89.0,1.0,0.5,0.00555555555555555,0.0111111111111111,0.0083333333333333,0.011050061050061,0.9916666666666665,1.5,1.0
5,Cut_Photo_Attack,0.05,TradAugSpoofOnly,AfterSplit,14730.666666666666,15704.333333333334,205.66666666666666,115.33333333333333,0.007768646998069033,0.012926880368740783,0.0103477636834049,0.012856388590753018,0.9896522363165952,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
5,Cut_Photo_Attack,0.05,TradAugSpoofOnly,BeforeSplit,14734.333333333334,15705.666666666666,204.33333333333334,111.66666666666667,0.007521666891193983,0.012843075633773267,0.010182371262483616,0.01277130713218085,0.9898176287375163,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
5,Cut_Photo_Attack,0.1,GenAugSpoofOnly,AfterSplit,14702.0,15729.666666666668,180.33333333333331,144.0,0.00969958237909195,0.0113345904043578,0.010517086391724884,0.011514738054953134,0.989482913608275,89.58333333333334,89.0,1.0,0.41666666666666663,0.004629629629629625,0.0111111111111111,0.007870370370370333,0.011039886039885982,0.9921296296296296,1.5,1.0
5,Cut_Photo_Attack,0.1,GenAugSpoofOnly,BeforeSplit,14693.583333333334,15731.583333333332,178.41666666666669,152.41666666666666,0.010266513988055084,0.011214121097841982,0.010740317542948533,0.011262749129502982,0.9892596824570513,89.25,89.0,1.0,0.75,0.008333333333333325,0.0111111111111111,0.0097222222222222,0.011080586080586048,0.9902777777777776,1.5,1.0
5,Cut_Photo_Attack,0.1,TradAugSpoofOnly,AfterSplit,14760.666666666666,15673.666666666666,236.33333333333334,85.33333333333333,0.0057479006690915,0.014854389272993866,0.010301144971042684,0.014719278746927083,0.9896988550289573,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
5,Cut_Photo_Attack,0.1,TradAugSpoofOnly,BeforeSplit,14752.166666666666,15703.666666666666,206.33333333333334,93.83333333333333,0.006320445462301817,0.01296878273622455,0.009644614099263166,0.012880993811547283,0.9903553859007368,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
5,Cut_Photo_Attack,0.2,GenAugSpoofOnly,AfterSplit,14698.666666666666,15731.916666666668,178.08333333333331,147.33333333333334,0.009924109748978342,0.011193169914100092,0.010558639831539218,0.011420854741145132,0.9894413601684608,89.5,89.0,1.0,0.5,0.00555555555555555,0.0111111111111111,0.0083333333333333,0.011050061050060999,0.9916666666666666,1.5,1.0
5,Cut_Photo_Attack,0.2,GenAugSpoofOnly,BeforeSplit,14694.5,15732.416666666666,177.58333333333334,151.5,0.010204768961336342,0.011161743138487275,0.01068325604991181,0.01160713078443035,0.9893167439500882,89.66666666666667,89.0,1.0,0.3333333333333333,0.0037037037037037,0.0111111111111111,0.007407407407407366,0.011029711029710967,0.9925925925925925,1.5,1.0
5,Cut_Photo_Attack,0.2,TradAugSpoofOnly,AfterSplit,14775.833333333334,15674.5,235.5,70.16666666666667,0.004726301136108433,0.014802011313639167,0.0097641562248738,0.014653187143899784,0.9902358437751261,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
5,Cut_Photo_Attack,0.2,TradAugSpoofOnly,BeforeSplit,14768.166666666666,15680.166666666666,229.83333333333334,77.83333333333333,0.00524271408684715,0.014445841190027202,0.00984427763843715,0.014313334022056234,0.9901557223615628,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
5,Cut_Photo_Attack,0.3,GenAugSpoofOnly,AfterSplit,14716.416666666666,15720.333333333334,189.66666666666666,129.58333333333334,0.008728501504333325,0.011921223549130475,0.010324862526731917,0.011882819828925976,0.9896751374732682,89.83333333333334,89.0,1.0,0.16666666666666666,0.00185185185185185,0.0111111111111111,0.006481481481481434,0.011009361009360934,0.9935185185185185,1.5,1.0
