protocol_number,when_aug_performed,aug_type,config/HP_AUG_PER,TP,TN,FP,FN,APCER,BPCER,ACER,EER,AUC,Multi_TP,Multi_TN,Multi_FP,Multi_FN,Multi_APCER,Multi_BPCER,Multi_ACER,Multi_EER,Multi_AUC,config/HP_REPEAT,fold_number
4,AfterSplit,GenAugSpoofOnly,0.05,19187.0,15745.166666666666,164.83333333333334,187.0,0.009652111076700666,0.010360360360360317,0.0100062357185305,0.011430858572377233,0.9899937642814693,90.0,88.83333333333333,1.1666666666666667,0.0,0.0,0.012962962962962949,0.006481481481481449,0.01274088230609965,0.9935185185185184,1.5,1.0
4,AfterSplit,GenAugSpoofOnly,0.1,19169.0,15743.5,166.5,205.0,0.010581191287292185,0.010465116279069717,0.010523153783180967,0.011379292557081885,0.9894768462168191,90.0,88.66666666666667,1.3333333333333333,0.0,0.0,0.0148148148148148,0.007407407407407367,0.014572384137601466,0.9925925925925925,1.5,1.0
4,AfterSplit,GenAugSpoofOnly,0.2,19201.0,15726.666666666666,183.33333333333334,173.0,0.008929493135129517,0.011523151058034732,0.010226322096582117,0.011492815171247082,0.9897736779034179,90.0,88.16666666666667,1.8333333333333333,0.0,0.0,0.020370370370370348,0.010185185185185167,0.01994744386048732,0.9898148148148147,1.5,1.0
4,AfterSplit,GenAugSpoofOnly,0.3,19199.166666666668,15717.333333333334,192.66666666666666,174.83333333333334,0.009024121675097167,0.0121097842028074,0.010566952938952283,0.01220683699789545,0.9894330470610476,90.0,88.16666666666667,1.8333333333333333,0.0,0.0,0.020370370370370348,0.010185185185185167,0.01994744386048732,0.9898148148148147,1.5,1.0
5,AfterSplit,GenAugSpoofOnly,0.05,14698.833333333334,15731.166666666666,178.83333333333334,147.16666666666666,0.009912883380484017,0.011240310077519333,0.0105765967290017,0.011375858829383599,0.9894234032709983,89.33333333333333,89.0,1.0,0.6666666666666666,0.0074074074074074,0.0111111111111111,0.009259259259259233,0.011070411070411033,0.9907407407407406,1.5,1.0
5,AfterSplit,GenAugSpoofOnly,0.1,14700.666666666666,15722.0,188.0,145.33333333333334,0.0097893933270465,0.011816467630421067,0.0108029304787338,0.012105258180114617,0.9891970695212661,89.66666666666667,89.0,1.0,0.3333333333333333,0.0037037037037037,0.0111111111111111,0.007407407407407367,0.011029711029710967,0.9925925925925925,1.5,1.0
5,AfterSplit,GenAugSpoofOnly,0.2,14705.166666666666,15727.5,182.5,140.83333333333334,0.009486281377699883,0.011470773098680017,0.010478527238189967,0.011446830868491317,0.98952147276181,89.5,89.0,1.0,0.5,0.00555555555555555,0.0111111111111111,0.008333333333333299,0.011050061050060999,0.9916666666666666,1.5,1.0
5,AfterSplit,GenAugSpoofOnly,0.3,14725.666666666666,15723.333333333334,186.66666666666666,120.33333333333333,0.0081054380528986,0.011732662895453534,0.009919050474176084,0.01168939090532655,0.990080949525824,90.0,89.0,1.0,0.0,0.0,0.0111111111111111,0.0055555555555555,0.0109890109890109,0.9944444444444444,1.5,1.0
6,AfterSplit,GenAugSpoofOnly,0.05,15449.666666666666,15582.5,327.5,217.33333333333334,0.013872045275632383,0.02058453802639845,0.017228291651015432,0.020445427232671867,0.9827717083489845,89.16666666666667,88.0,2.0,0.8333333333333334,0.00925925925925925,0.0222222222222222,0.015740740740740684,0.02193820672081535,0.9842592592592593,1.5,1.0
6,AfterSplit,GenAugSpoofOnly,0.1,15473.833333333334,15560.5,349.5,193.16666666666666,0.0123295249037254,0.021967316153362615,0.017148420528544,0.021755677625394168,0.982851579471456,89.5,87.66666666666667,2.3333333333333335,0.5,0.00555555555555555,0.025925925925925897,0.015740740740740698,0.025383510832318646,0.9842592592592592,1.5,1.0
