protocol_number,protocol,when_aug_performed,aug_type,config/HP_AUG_PER,TP,TN,FP,FN,APCER,BPCER,ACER,EER,AUC,Multi_TP,Multi_TN,Multi_FP,Multi_FN,Multi_APCER,Multi_BPCER,Multi_ACER,Multi_EER,Multi_AUC,config/HP_REPEAT,fold_number
2,LOO_ASUS,AfterSplit,GenAugSpoofOnly,0.05,1240.0,9279.0,103.0,116.0,0.08554572271386428,0.010978469409507516,0.048262096061685904,0.07886502475539325,0.9517379039383141,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_ASUS,AfterSplit,GenAugSpoofOnly,0.1,1217.1666666666667,9358.666666666666,23.333333333333332,138.83333333333334,0.1023844641101278,0.0024870319050664166,0.05243574800759709,0.09288187430873256,0.9475642519924029,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_ASUS,AfterSplit,GenAugSpoofOnly,0.2,1230.6666666666667,9343.333333333334,38.666666666666664,125.33333333333333,0.09242871189773838,0.004121367156967183,0.0482750395273528,0.08477759325657892,0.9517249604726472,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_ASUS,AfterSplit,GenAugSpoofOnly,0.3,1219.5,9350.5,31.5,136.5,0.10066371681415927,0.003357493071839667,0.05201060494299945,0.09151986583988743,0.9479893950570005,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_IP7P,AfterSplit,GenAugSpoofOnly,0.05,1771.1666666666667,9120.833333333334,261.1666666666667,0.8333333333333334,0.0004702784048155833,0.027836992823136453,0.014153635613976034,0.026540480748694698,0.9858463643860239,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_IP7P,AfterSplit,GenAugSpoofOnly,0.1,1771.3333333333333,9245.5,136.5,0.6666666666666666,0.0003762227238524667,0.014549136644638617,0.007462679684245566,0.014291616301301999,0.9925373203157544,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_IP7P,AfterSplit,GenAugSpoofOnly,0.2,1771.0,9141.0,241.0,1.0,0.0005643340857787,0.025687486676614732,0.013125910381196766,0.024803255433998885,0.9868740896188032,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_IP7P,AfterSplit,GenAugSpoofOnly,0.3,1771.3333333333333,9274.666666666666,107.33333333333333,0.6666666666666666,0.0003762227238524667,0.011440346763305584,0.005908284743579017,0.0112084129125392,0.9940917152564209,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_IPP2017,AfterSplit,GenAugSpoofOnly,0.05,1480.3333333333333,9188.666666666666,193.33333333333334,256.6666666666667,0.1477643446555363,0.020606835784836148,0.08418559022018628,0.12481606994620693,0.9158144097798138,3.8333333333333335,8.0,0.0,0.16666666666666666,0.041666666666666664,0.0,0.020833333333333332,0.03333333333333333,0.9791666666666666,1.5,1.0
2,LOO_IPP2017,AfterSplit,GenAugSpoofOnly,0.1,1572.5,9337.833333333334,44.166666666666664,164.5,0.09470351180195735,0.004707596106018567,0.04970555395398795,0.08675392518796214,0.9502944460460121,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_IPP2017,AfterSplit,GenAugSpoofOnly,0.2,1542.6666666666667,9322.166666666666,59.833333333333336,194.33333333333334,0.11187871809633464,0.006377460385134617,0.0591280892407346,0.10076974298340362,0.9408719107592654,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_IPP2017,AfterSplit,GenAugSpoofOnly,0.3,1542.3333333333333,9345.166666666666,36.833333333333336,194.66666666666666,0.11207061984264054,0.0039259575072834,0.05799828867496195,0.10110443516141017,0.942001711325038,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_SGS8,AfterSplit,GenAugSpoofOnly,0.05,900.0,9173.333333333334,208.66666666666666,0.0,0.0,0.02224117103673695,0.01112058551836845,0.021663790045689,0.9888794144816315,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_SGS8,AfterSplit,GenAugSpoofOnly,0.1,899.8333333333334,8970.166666666666,411.8333333333333,0.16666666666666666,0.00018518518518518333,0.0438961131244226,0.02204064915480387,0.04144830934872618,0.9779593508451961,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_SGS8,AfterSplit,GenAugSpoofOnly,0.2,899.8333333333334,8733.5,648.5,0.16666666666666666,0.00018518518518518333,0.06912172244723937,0.03465345381621225,0.057391938668564825,0.9653465461837877,2.0,7.833333333333333,0.16666666666666666,0.0,0.0,0.020833333333333332,0.010416666666666666,0.018518518518518517,0.9895833333333334,1.5,1.0
2,LOO_SGS8,AfterSplit,GenAugSpoofOnly,0.3,900.0,9021.833333333334,360.1666666666667,0.0,0.0,0.0383891139060612,0.01919455695303057,0.03557290752773521,0.9808054430469694,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,UnKnown_P,AfterSplit,GenAugSpoofOnly,0.05,2094.1666666666665,9291.166666666666,90.83333333333333,106.83333333333333,0.048538543086475795,0.00968165991615145,0.029110101501313632,0.046219624909646546,0.9708898984986863,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
