protocol_number,protocol,config/HP_AUG_PER,aug_type,when_aug_performed,TP,TN,FP,FN,APCER,BPCER,ACER,EER,AUC,Multi_TP,Multi_TN,Multi_FP,Multi_FN,Multi_APCER,Multi_BPCER,Multi_ACER,Multi_EER,Multi_AUC,config/HP_REPEAT,fold_number
2,LOO_IPP2017,0.3,TradAugSpoofOnly,BeforeSplit,1582.6666666666667,9241.166666666666,140.83333333333334,154.33333333333334,0.08885050853962766,0.015011013998436665,0.05193076126903215,0.08260974892753228,0.9480692387309677,,,,,,,,,,1.5,1.0
2,LOO_SGS8,0.0,Baseline,None,898.3333333333334,9006.0,376.0,1.6666666666666667,0.00185185185185185,0.040076742698784834,0.020964297275318334,0.03832477233457077,0.9790357027246817,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_SGS8,0.05,GenAugSpoofOnly,AfterSplit,899.9166666666667,9071.833333333334,310.1666666666667,0.08333333333333333,9.259259259259167e-05,0.03305975982377597,0.01657617620818426,0.03160677369333978,0.9834238237918158,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_SGS8,0.05,GenAugSpoofOnly,BeforeSplit,900.0,8962.416666666666,419.5833333333333,0.0,0.0,0.04472216300717681,0.022361081503588377,0.040504785100578616,0.9776389184964116,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_SGS8,0.05,TradAugSpoofOnly,AfterSplit,900.0,8973.5,408.5,0.0,0.0,0.04354082285227027,0.021770411426135117,0.04153189727010841,0.9782295885738649,,,,,,,,,,1.5,1.0
2,LOO_SGS8,0.05,TradAugSpoofOnly,BeforeSplit,900.0,8699.666666666666,682.3333333333334,0.0,0.0,0.07272791870958571,0.03636395935479283,0.0661401792545437,0.963636040645207,,,,,,,,,,1.5,1.0
2,LOO_SGS8,0.1,GenAugSpoofOnly,AfterSplit,899.9166666666667,9017.833333333332,364.16666666666663,0.08333333333333333,9.259259259259167e-05,0.038815462232644024,0.019454027412618285,0.03672239336706118,0.9805459725873817,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_SGS8,0.1,GenAugSpoofOnly,BeforeSplit,899.9166666666667,9152.083333333332,229.91666666666666,0.08333333333333333,9.259259259259167e-05,0.0245061465217082,0.012299369557150375,0.023413725380526784,0.9877006304428497,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_SGS8,0.1,TradAugSpoofOnly,AfterSplit,900.0,8885.5,496.5,0.0,0.0,0.05292048603709224,0.0264602430185461,0.04955751167608663,0.9735397569814538,,,,,,,,,,1.5,1.0
2,LOO_SGS8,0.1,TradAugSpoofOnly,BeforeSplit,900.0,9050.0,332.0,0.0,0.0,0.035386911106373854,0.017693455553186917,0.03380288033690273,0.982306544446813,,,,,,,,,,1.5,1.0
2,LOO_SGS8,0.2,GenAugSpoofOnly,AfterSplit,899.9166666666667,8855.666666666668,526.3333333333334,0.08333333333333333,9.259259259259167e-05,0.056100333972855784,0.028096463282724166,0.04927892263731601,0.9719035367172758,2.0,7.916666666666666,0.08333333333333333,0.0,0.0,0.010416666666666666,0.005208333333333333,0.009259259259259259,0.9947916666666667,1.5,1.0
2,LOO_SGS8,0.2,GenAugSpoofOnly,BeforeSplit,899.6666666666667,9168.333333333332,213.66666666666666,0.3333333333333333,0.00037037037037036667,0.022774106444965483,0.011572238407667891,0.021681322995289284,0.988427761592332,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_SGS8,0.2,TradAugSpoofOnly,AfterSplit,900.0,8786.0,596.0,0.0,0.0,0.06352590066083985,0.03176295033041992,0.059122498758852886,0.9682370496695801,,,,,,,,,,1.5,1.0
2,LOO_SGS8,0.2,TradAugSpoofOnly,BeforeSplit,900.0,8654.5,727.5,0.0,0.0,0.07754210189725001,0.03877105094862498,0.07123858577513964,0.9612289490513749,,,,,,,,,,1.5,1.0
2,LOO_SGS8,0.3,GenAugSpoofOnly,AfterSplit,886.75,9043.916666666668,338.08333333333337,13.25,0.014722222222222218,0.03603531585305189,0.025378769037637035,0.046416483286488536,0.974621230962363,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_SGS8,0.3,GenAugSpoofOnly,BeforeSplit,900.0,8986.333333333332,395.66666666666663,0.0,0.0,0.042172955304483714,0.021086477652241826,0.03918005112228758,0.9789135223477581,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
2,LOO_SGS8,0.3,TradAugSpoofOnly,AfterSplit,900.0,8716.833333333334,665.1666666666666,0.0,0.0,0.07089817380800108,0.03544908690400052,0.06526973145946509,0.9645509130959994,,,,,,,,,,1.5,1.0
2,LOO_SGS8,0.3,TradAugSpoofOnly,BeforeSplit,900.0,8574.5,807.5,0.0,0.0,0.08606906842890637,0.043034534214453135,0.07879234925020018,0.9569654657855468,,,,,,,,,,1.5,1.0
3,UnKnown_P,0.0,Baseline,None,2084.0,9295.166666666666,86.83333333333333,117.0,0.05315765561108585,0.009255311589568617,0.03120648360032725,0.05454443725132587,0.9687935163996727,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,UnKnown_P,0.05,GenAugSpoofOnly,AfterSplit,2100.9166666666665,9262.333333333332,119.66666666666666,100.08333333333333,0.045471755262759296,0.012754920770269258,0.029113338016514282,0.044599159547412996,0.9708866619834856,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,UnKnown_P,0.05,GenAugSpoofOnly,BeforeSplit,2111.5,9217.0,165.0,89.5,0.04066333484779639,0.017586868471541207,0.02912510165966882,0.0454137206117177,0.9708748983403312,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,UnKnown_P,0.05,TradAugSpoofOnly,AfterSplit,2086.8333333333335,9220.5,161.5,114.16666666666667,0.05187036195668632,0.01721381368578125,0.03454208782123377,0.05343676967110248,0.9654579121787662,,,,,,,,,,1.5,1.0
3,UnKnown_P,0.05,TradAugSpoofOnly,BeforeSplit,2149.3333333333335,9079.666666666666,302.3333333333333,51.666666666666664,0.02347417840375582,0.03222482768421795,0.027849503043986885,0.04557064659157097,0.972150496956013,,,,,,,,,,1.5,1.0
3,UnKnown_P,0.1,GenAugSpoofOnly,AfterSplit,2060.25,9129.25,252.75,140.75,0.0639482053611994,0.026939884885951785,0.0454440451235756,0.06799575171769238,0.9545559548764244,3.833333333333333,8.0,0.0,0.16666666666666666,0.041666666666666664,0.0,0.020833333333333332,0.03333333333333333,0.9791666666666667,1.5,1.0
3,UnKnown_P,0.1,GenAugSpoofOnly,BeforeSplit,2109.083333333333,9243.916666666668,138.08333333333331,91.91666666666666,0.04176132061184307,0.014717899523911008,0.028239610067877008,0.04356470768610904,0.9717603899321229,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,UnKnown_P,0.1,TradAugSpoofOnly,AfterSplit,2148.3333333333335,9246.5,135.5,52.666666666666664,0.023928517340602713,0.014442549562992917,0.019185533451797816,0.028364241834368486,0.9808144665482023,,,,,,,,,,1.5,1.0
3,UnKnown_P,0.1,TradAugSpoofOnly,BeforeSplit,2151.0,9238.333333333334,143.66666666666666,50.0,0.02271694684234435,0.015313010729766166,0.019014978786055233,0.0316522051874788,0.9809850212139447,,,,,,,,,,1.5,1.0
3,UnKnown_P,0.2,GenAugSpoofOnly,AfterSplit,2076.1666666666665,9240.666666666668,141.33333333333331,124.83333333333334,0.05671664394971977,0.015064307539259525,0.03589047574448965,0.05686496037658917,0.9641095242555102,3.916666666666667,8.0,0.0,0.08333333333333333,0.020833333333333332,0.0,0.010416666666666666,0.016666666666666666,0.9895833333333333,1.5,1.0
3,UnKnown_P,0.2,GenAugSpoofOnly,BeforeSplit,2129.666666666667,9109.083333333334,272.9166666666667,71.33333333333334,0.03240951082841129,0.02908939103247349,0.030749450930442367,0.04706809335356821,0.9692505490695575,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,UnKnown_P,0.2,TradAugSpoofOnly,AfterSplit,2158.8333333333335,9251.833333333334,130.16666666666666,42.166666666666664,0.019157958503710385,0.013874085127549167,0.01651602181562978,0.022384975001729066,0.9834839781843702,,,,,,,,,,1.5,1.0
3,UnKnown_P,0.2,TradAugSpoofOnly,BeforeSplit,2183.1666666666665,9060.333333333334,321.6666666666667,17.833333333333332,0.008102377707102768,0.03428551126270158,0.021193944484902184,0.034208901669640836,0.9788060555150978,,,,,,,,,,1.5,1.0
3,UnKnown_P,0.3,GenAugSpoofOnly,AfterSplit,2071.25,9169.25,212.75,129.75,0.05895047705588365,0.022676401620123597,0.040813439338003604,0.06564323671374345,0.9591865606619963,3.916666666666667,8.0,0.0,0.08333333333333333,0.020833333333333332,0.0,0.010416666666666666,0.016666666666666666,0.9895833333333333,1.5,1.0
3,UnKnown_P,0.3,GenAugSpoofOnly,BeforeSplit,2141.8333333333335,9185.75,196.25,59.16666666666667,0.026881720430107475,0.020917714772969467,0.023899717601538466,0.03413986762135693,0.9761002823984615,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0
3,UnKnown_P,0.3,TradAugSpoofOnly,AfterSplit,2179.1666666666665,9186.0,196.0,21.833333333333332,0.00991973345449035,0.02089106800255802,0.015405400728524183,0.022602221142657797,0.9845945992714759,,,,,,,,,,1.5,1.0
3,UnKnown_P,0.3,TradAugSpoofOnly,BeforeSplit,2172.3333333333335,9205.5,176.5,28.666666666666668,0.013024382856277416,0.0188126199104668,0.0159185013833721,0.0235107269309618,0.9840814986166277,,,,,,,,,,1.5,1.0
3,UnKnown_R,0.0,Baseline,None,4078.8333333333335,9365.0,17.0,1686.1666666666667,0.29248337669846775,0.0018119803879769166,0.14714767854322233,0.22597259375667286,0.8528523214567776,10.0,8.0,0.0,4.0,0.2857142857142857,0.0,0.1428571428571428,0.2222222222222222,0.8571428571428572,1.5,1.0
3,UnKnown_R,0.05,GenAugSpoofOnly,AfterSplit,4214.5,9356.666666666668,25.333333333333336,1550.5,0.26895056374674753,0.0027002060683578,0.1358253849075527,0.20944017213471,0.8641746150924473,10.416666666666666,8.0,0.0,3.5833333333333335,0.25595238095238093,0.0,0.1279761904761904,0.20163398692810455,0.8720238095238095,1.5,1.0
3,UnKnown_R,0.05,GenAugSpoofOnly,BeforeSplit,3947.6666666666665,9359.583333333334,22.416666666666668,1817.3333333333333,0.3152356172304134,0.0023893270802244917,0.15881247215531893,0.2364940063975876,0.841187527844681,9.5,8.0,0.0,4.5,0.3214285714285714,0.0,0.16071428571428564,0.23802459580323354,0.8392857142857144,1.5,1.0
3,UnKnown_R,0.05,TradAugSpoofOnly,AfterSplit,4080.8333333333335,9364.166666666666,17.833333333333332,1684.1666666666667,0.29213645562301244,0.0019008029560150165,0.1470186292895137,0.22529282510301127,0.8529813707104862,,,,,,,,,,1.5,1.0
3,UnKnown_R,0.05,TradAugSpoofOnly,BeforeSplit,4068.6666666666665,9366.833333333334,15.166666666666666,1696.3333333333333,0.29424689216536565,0.0016165707382931333,0.14793173145182942,0.2272915419199936,0.8520682685481705,,,,,,,,,,1.5,1.0
3,UnKnown_R,0.1,GenAugSpoofOnly,AfterSplit,3844.833333333333,9361.0,21.0,1920.1666666666667,0.3330731425267418,0.0022383287145597503,0.16765573562065078,0.24514311570978736,0.832344264379349,9.416666666666666,8.0,0.0,4.583333333333333,0.32738095238095233,0.0,0.1636904761904761,0.24069344111913768,0.836309523809524,1.5,1.0
3,UnKnown_R,0.1,GenAugSpoofOnly,BeforeSplit,3851.0,9362.083333333332,19.916666666666668,1914.0,0.3320034692107545,0.0021228593761102336,0.1670631642934324,0.24675166848771973,0.8329368357065676,9.583333333333332,8.0,0.0,4.416666666666667,0.31547619047619047,0.0,0.15773809523809518,0.2375616328402706,0.8422619047619049,1.5,1.0
3,UnKnown_R,0.1,TradAugSpoofOnly,AfterSplit,4163.666666666667,9360.333333333334,21.666666666666668,1601.3333333333333,0.2777681410812373,0.0023093867689902,0.14003876392511375,0.21751333586197452,0.8599612360748862,,,,,,,,,,1.5,1.0
3,UnKnown_R,0.1,TradAugSpoofOnly,BeforeSplit,4048.3333333333335,9360.166666666666,21.833333333333332,1716.6666666666667,0.29777392309916156,0.002327151282597833,0.1500505371908797,0.22913451003299137,0.8499494628091201,,,,,,,,,,1.5,1.0
3,UnKnown_R,0.2,GenAugSpoofOnly,AfterSplit,4044.75,9358.25,23.75,1720.25,0.29839549002601906,0.0025314431890854335,0.15046346660755228,0.22632046693030244,0.8495365333924478,9.833333333333332,8.0,0.0,4.166666666666666,0.29761904761904756,0.0,0.14880952380952375,0.22439791133844844,0.8511904761904763,1.5,1.0
